"","portfolio.returns"
"2010-09-14",-0.002687069857366
"2010-09-15",-0.0014305796482692
"2010-09-16",-0.000125233915443612
"2010-09-17",0.00498290538913837
"2010-09-20",0.00292434225786287
"2010-09-21",0.00660541577213847
"2010-09-27",0.00598152349154524
"2010-09-28",-0.00269947558005845
"2010-09-29",0.00411011399542849
"2010-09-30",0.0270534949290957
"2010-10-08",0.00755672718481581
"2010-10-11",0.00653190538645898
"2010-10-12",0.0123290906636568
"2010-10-13",0.000127492084019298
"2010-10-14",0.00453571173805001
"2010-10-15",0.000317659069707155
"2010-10-18",-0.00974592387972639
"2010-10-19",0.00663149629226023
"2010-10-20",-0.00611230726661538
"2010-10-21",0.00110476892263933
"2010-10-22",0.0117243842414427
"2010-10-25",-0.00273389277128067
"2010-10-26",-0.00719680274506707
"2010-10-27",0.00405719269524463
"2010-10-28",0.00485791497640142
"2010-10-29",0.00540262143724513
"2010-11-01",0.00147476218244691
"2010-11-02",-0.000976454176689123
"2010-11-03",0.0215512628959886
"2010-11-04",0.00511473813328989
"2010-11-05",0.00654452996434385
"2010-11-08",-0.00882396652017281
"2010-11-09",0.00331165491180951
"2010-11-10",-0.00633254937588679
"2010-11-11",-0.0230628486088916
"2010-11-12",-0.00238957401964601
"2010-11-15",-0.0215773371735931
"2010-11-16",-0.0027029514543786
"2010-11-17",0.0102219187988253
"2010-11-18",0.00415747995178184
"2010-11-19",0.00219918469077163
"2010-11-22",-0.0101698013784651
"2010-11-23",0.0176122508631584
"2010-11-24",-0.00939298485624462
"2010-11-26",0.00193648826015047
"2010-11-29",0.00129825488277002
"2010-11-30",0.00893652854447713
"2010-12-01",0.00466926501922349
"2010-12-02",0.00778067936754301
"2010-12-03",0.00026635164919675
"2010-12-06",-0.00732948426998148
"2010-12-07",-0.00178971511688653
"2010-12-08",-0.000880661624949264
"2010-12-09",0.00263959404059433
"2010-12-10",0.0116235962190678
"2010-12-13",-0.000566702950121512
"2010-12-14",-0.0086124948989198
"2010-12-15",-0.00145005910059359
"2010-12-16",0.000328698188507781
"2010-12-17",0.0022516478375072
"2010-12-20",0.00654392612282817
"2010-12-21",-0.00103111254818899
"2010-12-22",-0.00637918267843618
"2010-12-23",-0.00117905240508431
"2010-12-28",0.00615368226175161
"2010-12-29",-0.00218699921777554
"2010-12-30",0.00838502568255595
"2010-12-31",-0.00420610660747001
"2011-01-04",-0.0010548493110103
"2011-01-05",-0.0030913472633961
"2011-01-06",-0.00132205087236048
"2011-01-07",-0.00307714326178099
"2011-01-10",0.00514651127038324
"2011-01-11",0.00520626836013283
"2011-01-12",-0.00367900164939017
"2011-01-13",-0.0053981913330392
"2011-01-14",-0.00255932055520525
"2011-01-18",5.53062488917178e-06
"2011-01-19",-0.0139884276115038
"2011-01-20",-1.5049402245948e-05
"2011-01-21",-0.00445677906407338
"2011-01-24",-0.00142285854399493
"2011-01-25",0.00822244532624805
"2011-01-26",-0.00715863825815088
"2011-01-27",0.00400469575375806
"2011-01-28",0.00378651230276472
"2011-01-31",0.00695309241331787
"2011-02-01",0.00852069621191021
"2011-02-09",0.00279243817930319
"2011-02-10",0.000711587083701337
"2011-02-11",0.00852122719229453
