"","portfolio.returns","zz.500","hs.300"
"2008-08-18",-0.00957819364134216,-0.0745516868613499,-0.0548330818069648
"2008-08-19",0.00653975686275876,0.0164766510482015,0.0151595051027418
"2008-08-20",0.0018754091777744,0.0832481036086439,0.0785490127020676
"2008-08-21",-0.00756200149598973,-0.035560986750252,-0.0351212418351574
"2008-08-25",0.00355549172264791,-0.0234626303199097,-0.0177701951801786
"2008-08-26",0.00823254678814256,-0.0543667805308559,-0.0287517441212082
"2008-08-27",0.0140116278100422,-0.00317150674422162,-0.00267635435340208
"2008-08-28",-0.0131198421436672,-0.000469196425171847,0.00454566944642565
"2008-08-29",-0.00422908276150702,0.0314464291858931,0.0238798558156086
"2008-09-02",-0.00203509737273977,-0.0231410051482224,-0.0444172203717199
"2008-09-03",-0.029922037589151,-0.00731662838945668,-0.0172616726840548
"2008-09-04",0.00443068147431247,0.00778177027783911,0.00231081570324343
"2008-09-05",0.0205101780196737,-0.0469909380502987,-0.030082402437363
"2008-09-08",-0.0341381460503545,-0.0506575952298343,-0.026064494448867
"2008-09-09",0.00614939895418098,0.00866223237930108,0.00593457873879588
"2008-09-10",0.0138063702912579,0.0074116915158724,0.00188860951246106
"2008-09-11",0.00212161161097124,-0.0186027670820921,-0.0331516716324985
"2008-09-12",-0.0304465920408276,0.00216787446087996,0.00276044463834157
"2008-09-16",-0.0471328869453467,-0.0221714247382231,-0.0371537895430289
"2008-09-17",0.0433417793018707,-0.0187713826296193,-0.0357433827880062
"2008-09-18",0.0402566082917315,-0.0289973622779177,-0.0171838233694062
"2008-09-19",-0.0382366066516084,0.0987248061780621,0.0934182146256086
"2008-09-22",-0.0156326374601209,0.0459836214512501,0.0648783703944358
"2008-09-23",-0.0019777486889222,-0.0644083942033847,-0.0381090859248289
"2008-09-24",0.0196564552040122,0.0226961108281107,0.00723811931714069
"2008-09-25",0.00316743590304336,0.0237054411109348,0.039591369190813
"2008-09-26",-0.128704627848588,-0.000963489688564301,0.00905317192302935
"2008-10-06",-0.0680770938852475,-0.0383707855489036,-0.0512377101525027
"2008-10-08",-0.0761670754319413,-0.0284463790232473,-0.0497110910252427
"2008-10-09",-0.0117592755158414,-0.0129233671136455,-0.0136340269872368
"2008-10-10",0.115800360432031,-0.0672244170356042,-0.0442740436670791
"2008-10-13",-0.00532217167875082,0.0193479931187774,0.0411807281414698
"2008-10-14",-0.0903497959287878,-0.0302357264180813,-0.0256208807589737
"2008-10-15",0.0425074897417126,-0.00524687202342855,-0.0104723401137695
"2008-10-16",-0.00621282030154657,-0.0565754725437601,-0.0488204939867367
"2008-10-17",0.0476848659595241,0.0128067473024971,0.00678785319782427
"2008-10-20",-0.0307996756351072,0.0348470803933107,0.0346213844082659
"2008-10-21",-0.0610125121424197,-0.00218296490112602,-0.00807705925777658
"2008-10-22",0.0126340902296496,-0.0189716488231481,-0.0255606171747774
"2008-10-23",-0.0345112369044808,0.0101495838765819,0.000796370681854341
"2008-10-24",-0.0317643174440393,-0.0143836424767922,-0.0289844023249543
"2008-10-27",0.107890024654711,-0.0783491650437371,-0.0712449473914226
"2008-10-28",-0.0110790949790875,0.023243349163395,0.0309125070794618
"2008-10-29",0.0258039540982322,-0.0396635916227744,-0.0279044688456049
"2008-10-30",0.0153654266501471,0.00843410753938389,0.0237845415624853
"2008-10-31",-0.00252903134275284,-0.0177395709967352,-0.0200275680609562
"2008-11-03",0.0413457643564039,-0.0142251690804197,-0.00608297415227954
"2008-11-04",-0.0198520826470914,-0.0170801412430668,-0.0155907919674246
"2008-11-05",-0.0137675398732833,0.0329501165875028,0.0391089593217526
"2008-11-06",0.00375838912260407,-0.0171232656978657,-0.0246183676698052
"2008-11-07",0.0160470708176068,0.0160223848820553,0.0170022668583989
"2008-11-10",-0.0255330358109412,0.0736987743455335,0.0738096232690559
"2008-11-11",-0.014991894853471,-0.00801178817181913,-0.0112728762360592
"2008-11-12",-0.0246812020414855,0.0248849866035683,0.0114856079650387
"2008-11-13",0.0600309298926232,0.0471004508252071,0.0401038950877843
"2008-11-14",-0.00132625989843571,0.0465060236901433,0.0371222147420645
"2008-11-17",-0.014741036188735,0.0490390851260691,0.0224217312359112
"2008-11-18",0.00377409340663881,-0.0728815206456505,-0.0741786295249163
"2008-11-19",0.016516718426197,0.070495351260091,0.0616038517580857
"2008-11-20",0.0573315716408447,0.00223727495929582,-0.01061357045762
"2008-11-21",0.0368565712040771,-0.014183962063701,-0.00604937751987578
"2008-11-24",-0.000722978646385375,-0.0409673927730043,-0.0432645744190275
"2008-11-25",-0.0110936930811166,-0.00797898147232545,-0.00182299205763758
"2008-11-26",0.00999878027621737,0.00390120622887569,0.00502101779421715
"2008-11-28",-0.0516720992230055,0.00364078194947792,-0.00736642405542998
"2008-12-01",0.00305537862981953,0.0423742166603354,0.0187385242705325
"2008-12-02",-0.0116766082882093,0.019713672806801,0.00237097806965103
"2008-12-03",-0.00629253946192743,0.0422056676910449,0.0449741257892899
"2008-12-04",-0.0168002061729571,-0.00108336912178142,0.0154967302939579
"2008-12-05",0.0239221880304705,0.0299059724915895,0.0152552032293636
"2008-12-08",0.0757381246790452,0.0437755511630975,0.040662037526686
"2008-12-09",-0.026610978344669,-0.025541762744081,-0.0258658554188368
"2008-12-10",0.0237832543956837,0.028652005569956,0.0272141502651175
"2008-12-11",-0.00981918454115138,-0.0312240977971286,-0.0238743743681711
"2008-12-12",0.0209215141352488,-0.0447493854610764,-0.0420067040698586
"2008-12-15",0.00734423096203218,0.0201969501102801,0.00747304127314674
"2008-12-16",0.0305738480595166,0.01794957154805,0.00983276133254773
"2008-12-17",-0.0144911001824671,0.0123540441813101,0.00349469859734697
"2008-12-18",-0.0235035312391652,0.0182791820196866,0.021824504557624
"2008-12-19",0.0673464555280712,0.00902379364175632,0.00342770479391064
"2008-12-22",-0.0623194844743845,-0.000687929957783329,-0.0168412019801438
"2008-12-23",0.00995142719210418,-0.0633468280187375,-0.048866198748412
"2008-12-24",0.0339002927980965,-0.0216253827404453,-0.0166131667474138
"2008-12-29",-0.00646698336676244,-0.0126063387388234,-0.0171269887352541
"2008-12-30",0.0708005013534039,-0.00669602445022477,-0.0114947484501158
"2008-12-31",-0.0789164977964727,-0.0162518315330044,-0.00857404761838321
"2009-01-05",0.0103045042707504,0.0416668820028407,0.0358911169043086
"2009-01-06",-0.0275040115132046,0.0354660815538748,0.031779751305691
"2009-01-07",0.0152015085994421,0.00622881853963819,-0.00598105853900543
"2009-01-08",-0.00290191439784648,-0.0249985758422061,-0.0223645647708803
"2009-01-09",0.011059370191743,0.02702821200011,0.0160911866001867
"2009-01-12",-0.0506620607365857,0.0142662625251833,0.00120935969702862
"2009-01-13",-0.0144329899698965,-0.0262741820209444,-0.0231687568275253
"2009-01-14",0.00209205094294984,0.0376572654295995,0.0421332603161788
"2009-01-15",0.0399115798566394,0.00972195231625506,-0.000189235425485768
"2009-01-16",0.0181861133254817,0.00668023692969522,0.0180779273253062
"2009-01-20",-0.00324750626030512,0.00874919704020427,0.0175760350341152
"2009-01-21",0.00861065828320062,0.00125968615423178,-0.0017183568179846
"2009-01-22",0.0456852790416808,0.0174690994187332,0.0112973669834879
"2009-01-23",0.00926743126181462,-0.00810594092931138,-0.00580567793977249
"2009-02-02",0.0272588951331107,0.0306914853990783,0.0119940179197902
"2009-02-03",0.0228894569030629,0.0272588951331107,0.0252058756928262
"2009-02-04",-0.0161434719783186,0.0228894569030629,0.0272652701055913
"2009-02-05",0.0456985190757155,-0.0161434719783186,-0.00712699796065286
"2009-02-06",0.03428184071732,0.0456985190757155,0.0401260821773555
"2009-02-09",0.0286829794869343,0.03428184071732,0.026545626060666
"2009-02-10",0.00182420482966639,0.0286829794869343,0.013097223427859
"2009-02-11",0.0187618748642449,0.00182420482966639,0.00188675209275213
"2009-02-12",0.0358540866819512,0.0187618748642449,-0.00549087597453091
"2009-02-13",-0.0236826251562897,0.0358540866819512,0.0348180169913448
"2009-02-17",-0.0385856891915268,-0.0236826251562897,-0.00573974800948418
"2009-02-18",0.0207299136190882,-0.0385856891915269,-0.0458854065750597
"2009-02-19",0.0332912867519786,0.0207299136190882,0.00991721787472999
"2009-02-20",0.034148854546689,0.0332912867519786,0.0199746785146153
"2009-02-23",-0.0409326597119365,0.034148854546689,0.0282214028991858
"2009-02-24",0.00612147076352954,-0.0409326597119364,-0.0450657124418802
"2009-02-25",-0.0721085480078454,0.00612147076352954,0.00104263858001974
"2009-02-26",-0.0600206898426114,-0.0721085480078454,-0.0494998370986062
"2009-02-27",0.0255942405653715,-0.0600206898426114,-0.0226920949236874
"2009-03-02",0.00159946525800336,0.0255942405653715,0.0112964787146776
"2009-03-03",0.0472902848014944,0.00847987525644434,-0.010403433376004
"2009-03-04",0.0113191881086849,0.060636122675197,0.0667553628065083
"2009-03-05",-0.00324652067930609,0.00760350147670019,0.00865151035951373
"2009-03-06",-0.0400380447599092,-0.00677504279850916,-0.00795689244529163
"2009-03-09",0.0156699872424328,-0.0442665635749655,-0.0367579518701983
"2009-03-10",-0.00129427056580855,0.0257924845127318,0.0173663917650138
"2009-03-11",0.00580661342482869,-0.00540089531450039,-0.00910397334769275
"2009-03-12",-0.00658434037366484,0.00381081878811451,-0.00210774710647388
"2009-03-13",0.0081301374692635,-0.0106267064416645,-0.00463961605481789
"2009-03-16",0.0291576313808812,0.0130096558970405,0.0164095718615129
"2009-03-17",0.00563076588767197,0.0370832786610875,0.0360410595656844
"2009-03-18",0.0329946931658154,0.0129501149090494,0.00441353773155129
"2009-03-19",-0.00429811105407196,0.022895905952059,0.0213962661432496
"2009-03-20",0.0164107657938224,-0.0046654472624823,-0.00114162943685336
"2009-03-23",0.000874126689733634,0.0214682617246,0.0250226912259139
"2009-03-24",-0.0202114015985481,0.00754251215495971,0.00507913828754925
"2009-03-25",0.0206436737572997,-0.0278048251911958,-0.0205768873747942
"2009-03-26",0.00303084291008981,0.0243209863627805,0.0326735614604483
"2009-03-27",-1.81168869178849e-05,0.00857570490945725,0.0077183953961879
"2009-03-30",0.0101856385447625,0.00185205779243369,-0.00577847311084922
"2009-03-31",0.0141467334711178,0.0107241582268476,0.00937818180711902
"2009-04-01",-0.0043229474901042,0.0167151077811227,0.0161217640946745
"2009-04-02",-0.0108457736139986,0.000978791685712466,0.0110586994418014
"2009-04-03",0.00353169478339876,-0.0106179242952501,-0.00229001593694356
"2009-04-07",-0.0232776348904268,0.0116793056368358,0.00250923865557851
"2009-04-08",0.0126006636128653,-0.0341415932797564,-0.0378742310548162
"2009-04-09",0.0473321397806288,0.0166889306335245,0.0154556638892978
"2009-04-14",0.0159500492538664,0.0632620013597358,0.0632330693950891
"2009-04-15",-0.00622157725860606,0.01432198793368,0.00378053377262266
"2009-04-16",-0.0121484891965861,0.00491122292904067,4.4660523212281e-05
"2009-04-17",0.0246453607584267,-0.0126105473278433,-0.0135535956996524
"2009-04-20",-0.00125215987491323,0.0277166899940802,0.0214962898300275
"2009-04-21",-0.0331109159543417,-0.000249540855601138,-0.0119032228600622
"2009-04-22",0.0084526543461898,-0.0506820420161109,-0.037063062763612
"2009-04-23",-0.00278840066555064,0.00561025942621041,0.0067073452814812
"2009-04-24",-0.0301481910063849,-0.00750071187087986,-0.00796974047109567
"2009-04-27",0.00622837937133092,-0.0397298432532643,-0.0231646122234049
"2009-04-28",0.0217214226269733,0.0150337263266318,0.00208491683297662
"2009-04-29",0.00793391745262673,0.0270578895023166,0.0344804308621176
"2009-04-30",0.0280088931160558,0.0151905895679747,0.0067399262749539
"2009-05-04",0.00807407225971302,0.033707902243483,0.0348350887629443
"2009-05-05",0.0100109809363533,0.00951963039314307,0.00468260650105345
"2009-05-06",-0.00381608659083144,0.0136495454769143,0.013923674641416
"2009-05-07",0.00503188487762318,-0.00672368288820446,0.000759499765827343
"2009-05-08",-0.0249379148389839,0.00461353867306658,0.00800121400193854
"2009-05-11",0.0179651842542092,-0.0377641133098798,-0.0229096310349247
"2009-05-12",0.00184359706740711,0.0247466154923917,0.0232046149954157
"2009-05-13",0.00414516636083162,0.00685212926251832,0.00912298750922091
"2009-05-14",0.00409421804871735,0.00383717591319788,-0.00760483223614383
"2009-05-15",0.00455829094176652,0.00744788241121475,0.00126047405091123
"2009-05-18",0.00680617854640708,0.00761601400926604,0.0051678754891078
"2009-05-19",-0.000395919857427263,0.00906649652972136,0.0104996491083913
"2009-05-20",-0.00785112888858297,-0.00573141639747954,-0.00958071598036514
"2009-05-21",0.00358814377016659,-0.0178407798384046,-0.0223472824767481
"2009-05-22",0.00474325375832696,0.00217091393429136,-0.00339271436862731
"2009-05-26",-0.00163625903923414,0.00624360562505033,-0.00763314276199556
"2009-05-27",0.0238254260153037,0.000580179464489738,0.0146887958035165
"2009-06-01",0.00277167667869271,0.0169649802271701,0.0357392625228625
"2009-06-02",0.0114989749144601,0.00647592941221564,0.00236500933612604
"2009-06-03",0.0082786646509192,0.00783262648722993,0.0259292871360148
"2009-06-04",-0.00774445986486383,-0.00127803523545011,0.00488536790422356
"2009-06-05",-0.000246881987116088,-0.00595105810069418,-0.00488870186796486
"2009-06-08",0.00365332309979616,-0.00165088301441962,0.00311978047021522
"2009-06-09",0.00609390179929048,0.0049757625642215,0.00409702614994778
"2009-06-10",-0.00385615236757197,0.0107813996891359,0.00980895488657363
"2009-06-11",-0.0168757972984055,-0.00593851155759284,-0.00935576607444732
"2009-06-12",0.00778118126562455,-0.0216996744318662,-0.0186856566280748
"2009-06-15",-0.0016714217926993,0.0142374132780143,0.020610468466904
"2009-06-16",0.0117714626064152,-0.00219262311647239,-0.00167554964686201
"2009-06-17",0.0110861560762598,0.0163046560334725,0.0166721822394302
"2009-06-18",0.00564294866185988,0.00802594604375573,0.0155584119074357
"2009-06-19",-0.00671812411629469,0.000807278945739842,0.00738201729091159
"2009-06-22",0.00131192586047235,-0.00842154286849384,0.000831169087482486
"2009-06-23",0.0110457676654798,-0.003823642460692,0.000434703596494668
"2009-06-24",0.00324407985012964,0.0115945523205281,0.0119426702201471
"2009-06-25",0.00239608401171942,-0.00115694842862268,-0.000900431121484302
"2009-06-26",0.0120233102551806,0.00612405088908607,0.00336763023228204
"2009-06-29",-0.00685224105693083,0.00821526170360198,0.0164779663215009
"2009-06-30",0.0219902422531653,-0.00705535851358707,-0.00424532343701634
"2009-07-02",0.0109706327209185,0.0255629639566164,0.0365991159272163
"2009-07-06",-0.00837167247367931,0.0147238676668873,0.0281474303938576
"2009-07-07",-0.00500727175390647,-0.000960296224747359,-0.0101518630124505
"2009-07-08",0.00890737974763556,0.0123258999138267,0.00352642886960086
"2009-07-09",-0.00200374104607315,0.0188141783393909,0.0131343836238169
"2009-07-10",0.00505633366778002,0.00491113814439315,0.000591820474323601
"2009-07-13",0.0138818065772983,0.00923932152168216,-0.0109760439762357
"2009-07-14",0.0181816072689307,0.0158589788959642,0.0278904257154142
"2009-07-15",0.00216046725678343,0.00911145621014087,0.0111585492847643
"2009-07-16",0.0029275575136587,-0.00504595131655927,0.00227292269815238
"2009-07-17",0.0155510722674095,0.00617620891186377,0.00530383476228224
"2009-07-20",-0.00584660477607213,0.0172780737245803,0.0202596167015432
"2009-07-21",0.0100629651041553,-0.024273937676426,-0.0142824525245219
"2009-07-22",0.0123747550821371,0.0183746526367981,0.0189528878676681
"2009-07-23",0.00221929206123228,0.00989842193218871,0.0124898806855249
"2009-07-24",0.0100718573970009,-0.00639188762403264,0.0042689286326496
"2009-07-27",-0.00354124487714547,0.0165482330713715,0.0207413100828311
"2009-07-28",-0.0279760112019672,0.0126540543418525,0.00325619835493196
"2009-07-29",0.0157808539941273,-0.064199795856148,-0.0525344668232545
"2009-07-30",0.0179234616478967,0.0102214290551397,0.0214443687494694
"2009-07-31",0.011277180383922,0.0329887035555678,0.0274566553477049
"2009-08-03",0.0107510698338187,0.0233392220341246,0.0140335562368055
"2009-08-04",-0.00128704444555505,0.0122081350581871,-0.000108264647134981
"2009-08-05",-0.00974456439476157,-2.45730476722272e-06,-0.0120635288532499
"2009-08-06",-0.0176732761654138,-0.0132503063259999,-0.0208022584189748
"2009-08-07",0.00246854115746986,-0.0304550949290463,-0.0294885233883654
"2009-08-10",0.00161771557657153,0.0102539598484459,-0.00297038044250786
"2009-08-11",-0.0254100507726032,0.00514613361739968,0.00334034926114923
"2009-08-12",0.00329362158403668,-0.046328501667466,-0.0447027597568003
"2009-08-13",-0.0304448691069947,0.00212193710111785,0.0127803618761502
"2009-08-14",-0.0492904995509141,-0.0445827836715819,-0.0280049528049385
"2009-08-17",0.014416289163401,-0.0697010829299416,-0.0610532047274963
"2009-08-18",-0.0291507535680532,0.0198534883858754,0.0101010431141959
"2009-08-19",0.0244868596461343,-0.0517523804793039,-0.0496281513391865
"2009-08-20",0.022979178107543,0.0390512171606687,0.0430641845634452
"2009-08-21",0.00998076238534407,0.0277653479528597,0.018836721409192
"2009-08-24",-0.0086918465769813,0.0212684967448589,0.00810957670071843
"2009-08-25",0.0190864563633439,-0.0157772884070542,-0.0370850877814152
"2009-08-26",0.00661929585626675,0.0313260201557843,0.0201168545582864
"2009-08-27",-0.0136827689192346,0.00956574525197307,-0.00507188562093486
"2009-08-28",-0.0463062592943545,-0.027028441978678,-0.0346988561002955
"2009-08-31",-0.00828729846232767,-0.0717588722709578,-0.071061908677607
"2009-09-01",0.00953752840035316,-0.00998474690287143,0.00474513142545896
"2009-09-02",0.0329838537021812,0.00610118646444691,0.0166086426156944
"2009-09-03",0.0112921555510461,0.0497294091382994,0.0557017989142443
"2009-09-04",0.0177762440563833,0.0179784331010326,0.00825043564272421
"2009-09-08",0.00353429733860389,0.0297358029163224,0.0304926007826196
"2009-09-09",-0.00267092138734648,0.00573367346028308,0.00754973976057882
"2009-09-10",0.0112785173945378,-0.00878117950308077,-0.0100159310312365
"2009-09-11",0.0128593170723095,0.016791003185693,0.0237818967284449
"2009-09-14",0.00744705863921791,0.0260199575319287,0.0170654049318741
"2009-09-15",0.00781929898556455,0.0103383305276066,0.00280865618227377
"2009-09-16",0.00928184636268869,0.00154958282224982,-0.0134437906890824
"2009-09-17",-0.0175226932369758,0.0231707505222454,0.0189857102707318
"2009-09-18",0.00657610108708484,-0.0333292836536271,-0.0362669795809384
"2009-09-21",-0.00849454662903737,0.0172739745895862,0.0027846447945008
"2009-09-22",-0.0176883490745176,-0.025268575126776,-0.024175653641259
"2009-09-23",-0.0102543010727247,-0.0303354729206654,-0.0226634678863039
"2009-09-24",-0.00791300997400401,-0.00752007301582525,0.00681683769212427
"2009-09-25",-0.0107329173103429,-0.00892769602902543,-0.00727053229548402
"2009-09-28",-0.0096346956701503,-0.0288819576705414,-0.0280821181054736
"2009-09-29",0.0082936722683089,-0.0182230556597434,-0.000117740552873502
"2009-09-30",0.0408246118066378,0.00846660870204907,0.0109376950638858
"2009-10-09",0.00552826380186278,0.0517023370556251,0.0528853831672929
"2009-10-12",0.00842060695791647,0.0059891961202907,-0.00381830182358789
"2009-10-13",0.00828975839579549,0.0170156703635966,0.0148780155895647
"2009-10-14",-0.00205968064443851,0.00917443752106495,0.00902917587769281
"2009-10-15",-0.000621666837910873,0.00318199647855,0.00379252633775162
"2009-10-16",0.0144467334850771,0.00337436539540814,0.000638960213910078
"2009-10-19",0.00468868293218772,0.0245580995720933,0.0269765026122886
"2009-10-20",-0.00275024286889536,0.0151384655256013,0.014541205723468
"2009-10-21",0.00166033713729052,-0.00669455233718252,-0.00245442763202641
"2009-10-22",0.00235969466684827,0.00411984496075535,-0.00651771269272794
"2009-10-23",-0.0243260715791206,0.0136600472728821,0.0196963545066875
"2009-10-28",0.00310415200574021,-0.0158682230840346,-0.0245865382213504
"2009-10-29",-0.0035116030993938,-0.0179179608247523,-0.0247136808571916
"2009-10-30",0.0208593744098535,0.0132839184222593,0.0102616224120398
"2009-11-02",0.0137146274996776,0.0334667472888392,0.0342735719423723
"2009-11-03",0.00607373833001712,0.0246297826456932,0.0125648439184636
"2009-11-04",0.0043925349270777,0.00746815405697632,0.0053734174667639
"2009-11-05",0.00604022376599533,0.010358811947828,0.0030197835654282
"2009-11-06",0.0100131832841279,0.00469244647380362,0.0053978840478921
"2009-11-09",0.00186243513095996,0.00749069980498351,0.00366635851193653
"2009-11-10",0.00544715931019235,0.00157559909197302,0.00228560693124447
"2009-11-11",-0.00593994904497264,0.0040116952745517,-0.0023146432989436
"2009-11-12",0.007686963871818,0.00326225385660628,0.00123581431937647
"2009-11-13",0.0206673105455548,0.0127597459470878,0.00535144431933388
"2009-11-16",0.000649915374007826,0.0229575280456962,0.030431520862817
"2009-11-17",0.000743317085401873,0.00517300257560604,0.000703292310291204
"2009-11-18",-0.00196377961513583,0.00438285575097508,0.000518142029360291
"2009-11-19",0.00220032552682281,0.0157393830648225,0.0033634238721798
"2009-11-20",0.0103176287558544,0.00718252827052202,-0.00313800641769613
"2009-11-23",-0.00683438873786379,0.0184216190521194,0.009501487957986
"2009-11-24",0.0180231895813356,-0.0530738303084609,-0.0320364696315093
"2009-11-25",-0.0304158446825347,0.0378180439599844,0.0229842622689795
"2009-11-27",0.0293689740232861,-0.065765677497268,-0.0680840745203428
"2009-12-01",0.0118233915771029,0.0735290625431322,0.0527182470258276
"2009-12-02",-0.00840637804510436,0.0146045891222524,0.0102504193752799
"2009-12-03",-0.0138182392174042,0.00665595131020225,-0.00179299683338785
"2009-12-04",0.00296583654030869,-0.0250673964321062,0.0146510048937281
"2009-12-07",-0.016815428019948,0.016679686315471,0.00695487003159889
"2009-12-08",-0.00709818156149089,-0.00206930883716605,-0.0122137027433991
"2009-12-09",0.00654921512426143,-0.0161010199752526,-0.0191886357313519
"2009-12-10",-0.00600041178209676,0.00853906591327291,0.00640318740061585
"2009-12-11",0.0069673828891661,-0.000396776516886077,-0.000620590374001528
"2009-12-14",-0.00373887286452046,-0.00466838333420572,0.0105537867049363
"2009-12-15",0.0016265444108654,0.00219337528293195,-0.00814061315025283
"2009-12-16",-0.0202777344769322,-0.00385764035117575,-0.00631254605500842
"2009-12-17",-0.00515679620209297,-0.0313157449289082,-0.022627446642921
"2009-12-18",-0.00387364431728265,-0.0369879930075963,-0.025404076663902
"2009-12-21",-0.00956018972362793,0.0125871895347012,0.0014387895739012
"2009-12-22",0.00894303754850601,-0.0280918804915117,-0.0268148925400424
"2009-12-23",0.014206298824297,0.0177310100163863,0.00936004419793224
"2009-12-24",0.0043223625751152,0.03209609197779,0.0306730437525966
"2009-12-28",-0.00314286796004548,0.0234529255982527,0.0115184867288582
"2009-12-29",0.00328265751198242,0.00368545699969669,0.0064138129226039
"2009-12-31",0.013102512895496,0.00485034500318582,0.0214069025731696
"2010-01-04",0.00409447259915918,0.00563625211668728,-0.0113125333302557
"2010-01-05",0.00346650332993215,0.0104089761139208,0.00814939855101082
"2010-01-06",-0.00766791769837816,-0.00157981998617263,-0.00625974997308065
"2010-01-07",0.00945180159649395,-0.0200273393840463,-0.0198405866054217
"2010-01-08",0.00752745004639177,0.0124014670485952,0.00249750883213928
"2010-01-11",-0.00528474254522704,0.00631306117985675,0.000551702980257751
"2010-01-12",0.00406693845784023,0.021281325525619,0.0151835840764236
"2010-01-13",0.0069083127023386,-0.0104771278832509,-0.0321874320815257
"2010-01-14",-0.00397841675564203,0.0268088571876017,0.0140041040427707
"2010-01-15",0.00959835575035828,0.00711694653536088,0.00394632486330648
"2010-01-19",-0.0215120760223987,0.0173496366540054,0.00710360257576026
"2010-01-20",-0.0126945999120093,-0.0370495360182317,-0.0322311173614689
"2010-01-21",-0.0143623163705948,0.00347016894010999,0.00416564701498956
"2010-01-25",-0.0115186669333628,-0.0398632154446105,-0.023634544200811
"2010-01-26",-0.00481711286066655,-0.0416811723258551,-0.0256038895733856
"2010-01-27",-0.000602313362348394,-0.00635016024232171,-0.0136394476530666
"2010-01-28",-0.00107849035768859,0.0162334699186877,0.00250111832879507
"2010-01-29",0.0103475610569999,0.00882533370333771,-0.000751582265700712
"2010-02-01",0.0057043173824336,-0.00989336304458976,-0.0160572508111105
"2010-02-02",0.00187976326100792,-0.00683386589724821,-0.00206806187619502
"2010-02-03",-0.0257985150876725,0.0142522729980825,0.0268674175422563
"2010-02-04",-0.00363801781699868,0.0103963261282625,-0.00368957997698005
"2010-02-05",-0.00186524773044483,-0.0220372739768814,-0.0204144402673668
"2010-02-08",0.00775860438824139,-9.27798814074343e-05,-0.000666012810075389
"2010-02-09",0.00385145316181479,0.000231970318260943,0.00577596175893746
"2010-02-10",0.00709830621744567,0.0126070008907859,0.0141802800108759
"2010-02-11",0.00427908827073509,-0.00222845670103966,0.00195076046343501
"2010-02-12",0.0170793465018548,0.0137035984593596,0.00958887177468792
"2010-02-22",-0.00657723335930516,0.000754038321876482,-0.00551475184695049
"2010-02-23",0.00174979655801022,0.00896018796400444,-0.0107380886229924
"2010-02-24",0.0113489614071123,0.0217821784124017,0.0143342617472113
"2010-02-25",0.0129030727430666,0.016171087030775,0.0146864835148481
"2010-03-04",0.00539465189432664,-0.00938237103543516,-0.0126240461902822
"2010-03-05",-0.00253512745649065,0.00393980669304694,0.00282719615120341
"2010-03-08",0.00254540628225919,0.0108565585565477,0.00810489141423076
"2010-03-09",-0.00841474502660933,0.00119237392725036,0.005988716517068
"2010-03-10",0.00162118310909398,-0.0131198062505324,-0.00791624545524761
"2010-03-11",-0.00821198221113872,-0.00785389776769474,-0.000908623209139203
"2010-03-12",0.0204136219276589,-0.0153434136895256,-0.0132999252185363
"2010-03-15",-0.0133012631581254,-0.00848012156767308,-0.0154494254722194
