"","portfolio.returns"
"2010-09-14",-0.0101777061179499
"2010-09-15",-0.0136283449423558
"2010-09-16",-0.00137114939905181
"2010-09-17",-0.00579730371229858
"2010-09-20",0.00177698383448344
"2010-09-21",0.0179669610751987
"2010-09-27",0.00286827298207459
"2010-09-28",-0.00886615918136879
"2010-09-29",0.00966938203092016
"2010-09-30",0.0250731778746243
"2010-10-08",0.00312171449992293
"2010-10-11",0.00430633876743181
"2010-10-12",0.0102392168044403
"2010-10-13",-0.0177456847769044
"2010-10-14",-0.0019778853953214
"2010-10-15",-0.00731518735478298
"2010-10-18",0.00847839956492669
"2010-10-19",0.00391926902530026
"2010-10-20",-0.000282851710803
"2010-10-21",0.00507607772263508
"2010-10-22",0.0171621093147996
"2010-10-25",0.00349641533973255
"2010-10-26",-0.00742948704779789
"2010-10-27",0.00441992256326396
"2010-10-28",0.0114229277104512
"2010-10-29",0.0133577559097662
"2010-11-01",-0.0023520960167529
"2010-11-02",-0.00569111244500775
"2010-11-03",0.0244375538303654
"2010-11-04",0.00904104791444627
"2010-11-05",0.0149200001056984
"2010-11-08",-0.00216738762757263
"2010-11-09",0.00528400805959484
"2010-11-10",-0.00996429313518121
"2010-11-11",-0.0378054193793976
"2010-11-12",0.0114942759113521
"2010-11-15",-0.026262668011041
"2010-11-16",-0.0182112597354955
"2010-11-17",0.0105134448338642
"2010-11-18",0.0162749846328269
"2010-11-19",0.00938317804465361
"2010-11-22",-0.0099409549298598
"2010-11-23",0.0232232750276091
"2010-11-24",-0.00520210468383253
"2010-11-26",0.00278170148981816
"2010-11-29",-0.00695332744093524
"2010-11-30",0.00250081064696861
"2010-12-01",0.00159617052755956
"2010-12-02",0.00464747710280777
"2010-12-03",-0.00602037480153372
"2010-12-06",-0.00377170789758785
"2010-12-07",-0.00214804220653952
"2010-12-08",-0.00975890426022707
"2010-12-09",0.00667627999161335
"2010-12-10",0.0200895491026356
"2010-12-13",0.00419753417661828
"2010-12-14",-0.00608951418184944
"2010-12-15",-0.00270177654358073
"2010-12-16",0.00110073156304002
"2010-12-17",-0.00290596417521527
"2010-12-20",0.00716302508030675
"2010-12-21",-0.00559241372669173
"2010-12-22",-0.0141190144168106
"2010-12-23",-0.0292090029106002
"2010-12-28",0.0123645363560885
"2010-12-29",-0.000325508916728778
"2010-12-30",0.0170357304579165
"2010-12-31",-0.00381474462482712
"2011-01-04",-0.000149441916311943
"2011-01-05",-0.004785072001526
"2011-01-06",-0.00344431139728862
"2011-01-07",-0.0168042467550578
"2011-01-10",-0.00063847965129904
"2011-01-11",0.00434576188030777
"2011-01-12",-0.0032897864076098
"2011-01-13",-0.0179743270222253
"2011-01-14",-0.0244317466036256
"2011-01-18",0.0202483040391961
"2011-01-19",-0.0333080896491939
"2011-01-20",0.00494380447948473
"2011-01-21",-0.0215954777384123
"2011-01-24",-0.0110592888186203
"2011-01-25",0.0167011023468191
"2011-01-26",0.00797925618287953
"2011-01-27",0.0123652083883274
"2011-01-28",0.0103539439305069
"2011-01-31",0.00391885904190148
"2011-02-01",0.000713749576321199
"2011-02-09",0.0178177239240578
"2011-02-10",0.0054408924887952
"2011-02-11",0.0138822062703401
"2011-02-14",0.00177930932328163
"2011-02-15",0.0119633031408319
"2011-02-16",0.00588752928190828
"2011-02-17",-0.00425413248383177
"2011-02-18",-0.000942766444099852
"2011-02-22",0.0115715275540285
"2011-02-23",0.00309288487698756
"2011-02-24",0.00251424294673908
"2011-02-25",0.00804227790914447
"2011-02-28",0.00812468885825823
"2011-03-01",-0.000159775512184712
"2011-03-02",-0.0157441689430409
"2011-03-03",0.0110109579764226
"2011-03-04",0.00790273123071894
"2011-03-07",0.00138662632502062
"2011-03-08",0.00251792998445821
"2011-03-09",-0.00795443196332279
"2011-03-10",0.000304998823611013
"2011-03-11",0.00555941995979969
"2011-03-14",-0.0129931470513225
"2011-03-15",0.0061407821545878
"2011-03-16",-0.00575114797706333
"2011-03-17",0.00532757816276175
"2011-03-18",-0.0016781840299136
"2011-03-21",-0.000582676671900595
"2011-03-22",0.0107905576999445
"2011-03-23",0.000215675843140417
"2011-03-24",0.00408493443923863
"2011-03-25",-0.00495595286113915
"2011-03-28",-0.0100497627716047
"2011-03-29",-0.00389415416461902
"2011-03-30",-0.0065963606051479
"2011-03-31",0.00773754490254785
"2011-04-01",0.00609196979388837
"2011-04-06",0.00639061364545679
"2011-04-07",0.00978858238870695
"2011-04-08",-0.00974671720015763
"2011-04-11",0.000354335931243455
"2011-04-12",0.0068209493462823
"2011-04-13",0.00277196720913042
"2011-04-14",0.00469567651276215
"2011-04-15",0.00298196128398387
"2011-04-18",-0.00503372258000456
"2011-04-19",0.00657550234496651
"2011-04-20",0.00336633434359945
"2011-04-21",-0.0233330703747918
"2011-04-26",-0.00344771891608853
"2011-04-27",-0.0205139698355288
"2011-04-28",0.0182053139120009
"2011-04-29",0.00484713060928921
"2011-05-03",-0.0181225077322187
"2011-05-04",-0.00360346508266074
"2011-05-05",0.00451264332137558
"2011-05-06",0.00866790788030158
"2011-05-09",0.00480698573556837
"2011-05-11",-0.0100320010652748
"2011-05-12",0.00414920861644164
"2011-05-13",-0.000588554977311584
"2011-05-16",-0.00424151730498368
"2011-05-17",0.00630699102981147
"2011-05-18",-0.00476802699789891
"2011-05-19",-0.00101712388303954
"2011-05-20",-0.0316078716262101
"2011-05-23",-0.000507810145832899
"2011-05-24",-0.0114146161258336
"2011-05-25",-0.00991826830217202
"2011-05-26",-0.0315005228600735
"2011-05-27",0.00347491193076066
"2011-05-31",0.0104876379881815
"2011-06-01",-0.0135585596928136
"2011-06-02",0.0172009024704509
"2011-06-03",0.00912076747388291
"2011-06-07",0.00344600097741399
"2011-06-08",-0.0232830816503703
"2011-06-09",0.0027643590407993
"2011-06-10",-5.81775291020881e-05
"2011-06-13",0.0161453095438056
"2011-06-14",-0.00908402242521777
"2011-06-15",-0.021679270618346
"2011-06-16",-0.0147132991095159
"2011-06-17",-0.0135151018631388
"2011-06-20",0.0139456612176403
"2011-06-21",-0.00396457671064931
"2011-06-22",0.0189113257083589
"2011-06-23",0.0241293315837841
"2011-06-24",0.0130866371767018
"2011-06-27",0.00137691297266485
"2011-06-28",-0.0137589415998751
"2011-06-29",0.0150259116277822
"2011-06-30",0.0371429882348122
"2011-07-05",0.00359429229088581
"2011-07-06",-0.000186993646547284
"2011-07-07",0.000676050874105272
"2011-07-08",0.00854414662456993
"2011-07-11",-0.0108841237082025
"2011-07-12",0.0184459125843972
"2011-07-13",0.00628702974770579
"2011-07-14",0.00637202002254522
"2011-07-15",0.000849740638798169
"2011-07-18",-0.0096925747970048
"2011-07-19",0.00110452511584702
"2011-07-20",-0.0133366051207544
"2011-07-21",0.00345916600909768
"2011-07-22",-0.0389944465524734
"2011-07-25",0.00425685927793884
"2011-07-26",0.0166207316762705
"2011-07-27",-0.00625851889235784
"2011-07-28",-0.011232882537168
"2011-07-29",0.00348722702269644
"2011-08-01",-0.00725165050778898
"2011-08-02",0.00312094705400057
"2011-08-03",0.00524305019489568
"2011-08-04",-0.0194432848361866
"2011-08-05",-0.0500655848677941
"2011-08-08",-0.00315417342790825
"2011-08-09",0.0142664888944546
"2011-08-10",0.0172859517869721
"2011-08-11",0.0115616280495079
"2011-08-12",0.0146097669556084
"2011-08-15",-0.00839946446854734
"2011-08-16",0.00492997254683902
"2011-08-17",0.015720815568977
"2011-08-18",0.0165751922200348
"2011-08-19",0.0214339707020683
"2011-08-22",-0.0161742165009399
"2011-08-23",-0.00156485341396984
"2011-08-24",0.0208198768269221
"2011-08-25",0.00226761373104423
"2011-08-26",-0.00888659285439519
"2011-08-29",-0.00855871474662528
"2011-08-30",0.0010383644517209
"2011-08-31",-0.00141944636449987
"2011-09-01",0.0261330706796166
"2011-09-02",-0.0019180563004233
"2011-09-06",-0.0297336251315409
"2011-09-07",0.0219520249386564
"2011-09-08",0.00107671597694314
"2011-09-09",-0.0177467061645652
"2011-09-14",-0.024692034126665
"2011-09-15",0.0186931631116307
"2011-09-16",-0.0197277786989154
"2011-09-19",0.0169767827850364
"2011-09-20",0.0296831527046317
"2011-09-21",-0.0288391588727156
"2011-09-22",-0.00820607884720903
"2011-09-23",-0.0161011045381682
"2011-09-26",0.00414668349610947
"2011-09-27",-0.0168254982399444
"2011-09-28",-0.0357394662140496
"2011-09-30",-0.00628754663223574
"2011-10-10",-0.00586545346279388
"2011-10-11",0.0347649123027634
"2011-10-12",0.0129573286446856
"2011-10-13",-0.00416307436354768
"2011-10-14",0.00299358387414972
"2011-10-17",-0.03004663340208
"2011-10-18",-0.00350919718137055
"2011-10-19",-0.0207043105239966
"2011-10-20",0.0143840290611317
"2011-10-21",0.00990159489535669
"2011-10-24",0.0288688496307585
