"","portfolio.returns"
"2010-09-14",-0.00694413802981575
"2010-09-15",-0.00898252663310528
"2010-09-16",-0.00100792709789943
"2010-09-17",-0.00163568047681562
"2010-09-20",0.00194589674016776
"2010-09-21",0.0137539407490346
"2010-09-27",0.00452177802035769
"2010-09-28",-0.00690646897546188
"2010-09-29",0.00666914541230201
"2010-09-30",0.0249904409756558
"2010-10-08",0.0024477531854552
"2010-10-11",0.004356284985368
"2010-10-12",0.0105185438600177
"2010-10-13",-0.012492845940335
"2010-10-14",-0.00225083320310937
"2010-10-15",-0.00409340751871223
"2010-10-18",8.34632429453919e-05
"2010-10-19",0.00479160058337857
"2010-10-20",-0.00196641419974852
"2010-10-21",0.00380775598206062
"2010-10-22",0.013661505753904
"2010-10-25",0.00170751797111901
"2010-10-26",-0.00632717738867672
"2010-10-27",0.00471733205255509
"2010-10-28",0.0100769629514006
"2010-10-29",0.00890077540971812
"2010-11-01",-0.000621960978779645
"2010-11-02",-0.00290386695823108
"2010-11-03",0.0237103571743629
"2010-11-04",0.00705746986890943
"2010-11-05",0.0116218043083507
"2010-11-08",-0.0046554624572176
"2010-11-09",0.00566295818612406
"2010-11-10",-0.00973627551024414
"2010-11-11",-0.030020503548467
"2010-11-12",0.00646269052758219
"2010-11-15",-0.023137533522506
"2010-11-16",-0.0105870910180627
"2010-11-17",0.00983965056958125
"2010-11-18",0.011485453938008
"2010-11-19",0.00713132638113478
"2010-11-22",-0.00879485708433159
"2010-11-23",0.021193619282053
"2010-11-24",-0.00753497243493251
"2010-11-26",0.00204401050990954
"2010-11-29",-0.00254383703637506
"2010-11-30",0.00597533648269821
"2010-12-01",0.00308762840921073
"2010-12-02",0.00623407600585346
"2010-12-03",-0.0035440962577149
"2010-12-06",-0.00582119841066164
"2010-12-07",-0.00115722105641258
"2010-12-08",-0.00556868687987755
"2010-12-09",0.00489506982348087
"2010-12-10",0.0156422939565666
"2010-12-13",0.00202467609676082
"2010-12-14",-0.0067754935617147
"2010-12-15",-0.00150353302332795
"2010-12-16",0.000810349833272994
"2010-12-17",2.88952897031791e-05
"2010-12-20",0.00601254534755769
"2010-12-21",-0.00339803611587552
"2010-12-22",-0.0108241393805689
"2010-12-23",-0.0161699270263755
"2010-12-28",0.00935445484365682
"2010-12-29",-0.00126379339138172
"2010-12-30",0.0129033406812666
"2010-12-31",-0.00515881726273759
"2011-01-04",-0.00034801601924761
"2011-01-05",-0.00415253489934697
"2011-01-06",-0.00266660521531314
"2011-01-07",-0.0107324495335657
"2011-01-10",0.00143326353530759
"2011-01-11",0.00436022787520551
"2011-01-12",-0.00384223262917938
"2011-01-13",-0.0126927367841972
"2011-01-14",-0.0141915491775275
"2011-01-18",0.011046917838855
"2011-01-19",-0.0256207082161491
"2011-01-20",0.00175440294035978
"2011-01-21",-0.0155039403133129
"2011-01-24",-0.00685047940845973
"2011-01-25",0.0134816429975397
"2011-01-26",-0.000427589764317227
"2011-01-27",0.0111690671606048
"2011-01-28",0.00730171159379944
"2011-01-31",0.00491791783093443
"2011-02-01",0.00559983049763724
"2011-02-09",0.0117613203881004
"2011-02-10",0.00348729693518868
"2011-02-11",0.0105359232332256
"2011-02-14",0.00173114415433884
"2011-02-15",0.00950717364252984
"2011-02-16",0.00503660777568937
"2011-02-17",-0.00173139093129682
"2011-02-18",-0.00332579719367609
"2011-02-22",0.00755153236468664
"2011-02-23",0.000895584101096247
"2011-02-24",0.00441377915160568
"2011-02-25",0.00664554798959904
"2011-02-28",0.00399307461927201
"2011-03-01",0.000684547260828117
"2011-03-02",-0.00861041913469374
"2011-03-03",0.00731414185859092
"2011-03-04",0.00355574707802964
"2011-03-07",0.00205742809983089
"2011-03-08",0.00166622676440875
"2011-03-09",-0.0102087675649288
"2011-03-10",0.00181470734352773
"2011-03-11",0.00253481596883232
"2011-03-14",-0.012937584753773
"2011-03-15",-0.000227743646148748
"2011-03-16",0.0010162339944102
"2011-03-17",0.00539050187431811
"2011-03-18",0.002922575425786
"2011-03-21",-0.00123670222702066
"2011-03-22",0.00867882418110666
"2011-03-23",0.00149367134237588
"2011-03-24",0.00305191323305998
"2011-03-25",-0.00502782653677203
"2011-03-28",-0.00532331444195366
"2011-03-29",-0.000409631559341816
"2011-03-30",-0.00394195079450232
"2011-03-31",0.00570629104540687
"2011-04-01",0.00759482437267001
"2011-04-06",0.00497735129557042
"2011-04-07",0.00676274766021301
"2011-04-08",-0.00895936229363126
"2011-04-11",-0.00143230750766243
"2011-04-12",0.0048555157590211
"2011-04-13",0.0034602170510083
"2011-04-14",0.00508132287407248
"2011-04-15",0.000215853803386068
"2011-04-18",-0.00139621286798952
"2011-04-19",0.00792560275409748
"2011-04-20",0.0030317446067829
"2011-04-21",-0.01305521029071
"2011-04-26",0.00392470566509062
"2011-04-27",-0.00836494494542239
"2011-04-28",0.0166979853732394
"2011-04-29",-0.00585001626757931
"2011-05-03",-0.0141035695667429
"2011-05-04",-0.00907712799438309
"2011-05-05",0.00426968599485567
"2011-05-06",0.00848875251754633
"2011-05-09",0.00127388159412622
"2011-05-11",-0.0056556676076509
"2011-05-12",-0.000187872992564952
"2011-05-13",-0.00154381494031097
"2011-05-16",-0.00286167292336714
"2011-05-17",0.00568759662204821
"2011-05-18",-0.00291443087071164
"2011-05-19",0.00454541907557515
"2011-05-20",-0.0152990135055707
"2011-05-23",0.00215100651294131
"2011-05-24",-0.0036819577945908
"2011-05-25",-0.00572159692594254
"2011-05-26",-0.00922380917317422
"2011-05-27",-0.000536487156938992
"2011-05-31",0.00711411674314166
"2011-06-01",-0.00771601615227324
"2011-06-02",0.0106770647809518
"2011-06-03",0.00287959115421321
"2011-06-07",0.00013203718255439
"2011-06-08",-0.00877776195303659
"2011-06-09",-0.00250593563301205
"2011-06-10",-0.00411197988996581
"2011-06-13",0.00979760888039349
"2011-06-14",-0.00506536031844096
"2011-06-15",-0.0123475013125258
"2011-06-16",-0.00517156782645478
"2011-06-17",-0.00723333129844439
"2011-06-20",0.00959977182774341
"2011-06-21",-0.00193721176091566
"2011-06-22",0.00104550907650713
"2011-06-23",0.00510728266602478
"2011-06-24",0.00564591353894572
"2011-06-27",0.00224037540699529
"2011-06-28",-0.00404998375885035
"2011-06-29",0.00314698770041488
"2011-06-30",0.0227303483824748
"2011-07-05",0.00655672697549159
"2011-07-06",-0.000328382361799551
"2011-07-07",0.00471192287204292
"2011-07-08",0.0056975402824555
"2011-07-11",-0.00158223414891812
"2011-07-12",0.0146172584364777
"2011-07-13",0.00148232497976064
"2011-07-14",0.00671116486801382
"2011-07-15",0.00187015753498154
"2011-07-18",-0.00612050417643628
"2011-07-19",0.00241566729025799
"2011-07-20",-0.00849002630614604
"2011-07-21",0.00684310525002441
"2011-07-22",-0.0107095718569599
"2011-07-25",0.00489394388000131
"2011-07-26",0.0043342236835282
"2011-07-27",-0.00286197030684554
"2011-07-28",0.00124884867017849
"2011-07-29",-0.00230344278445149
"2011-08-01",0.00517996588938296
"2011-08-02",0.00970702954884084
"2011-08-03",-0.00199112308103955
"2011-08-04",-0.00932212397842913
"2011-08-05",0.00599343654361983
"2011-08-08",0.0110919645109659
"2011-08-09",0.0153008657582803
"2011-08-10",-0.00219539183875817
"2011-08-11",0.000863452111848462
"2011-08-12",0.0116581842128443
"2011-08-15",0.00603438018969871
"2011-08-16",0.00209678910480005
"2011-08-17",0.000306600376661192
"2011-08-18",0.0063092147840087
"2011-08-19",0.0117072077045084
"2011-08-22",-0.00202208583293739
"2011-08-23",-0.0332318999118922
"2011-08-24",0.0072427247715352
"2011-08-25",0.0136649758573917
"2011-08-26",-0.00235685046648793
"2011-08-29",0.0104319653910048
"2011-08-30",-7.7643045563458e-05
"2011-08-31",-0.00425924152817014
"2011-09-01",0.0108127124488777
"2011-09-02",-0.0104852024579699
"2011-09-06",-0.0104285119476593
"2011-09-07",0.0104549734956567
"2011-09-08",-0.00304232961744888
"2011-09-09",-0.0106408074583025
"2011-09-14",-0.0165551656868741
"2011-09-15",0.0127646997275686
"2011-09-16",-0.0196628460635691
"2011-09-19",0.013107181383651
"2011-09-20",0.0296831527046317
"2011-09-21",-0.0288391588727156
"2011-09-22",-0.00820607884720903
"2011-09-23",-0.0161011045381682
"2011-09-26",0.00414668349610947
