"calcs","calcs.1","calcs.2","calcs.3","calcs.4","calcs.5","calcs.6","calcs.7","calcs.8","calcs.9","calcs.10","calcs.11","calcs.12","calcs.13","calcs.14","calcs.15","calcs.16","calcs.17","calcs.18","calcs.19","calcs.20","calcs.21","calcs.22","calcs.23","calcs.24","calcs.25","calcs.26","calcs.27"
"2004-11-01",0.886803367662865,0.962718247193897,1.28137643434594,0.923972013030622,0.979785382262869,0.964418168801193,0.896503222554072,0.91898811023832,0.905151485615644,1.01937825444574,0.985146014411214,1.06034078944713,1.08293804935752,1.17030212866448,0.968619992294815,1.05459180882538,1.21534082062159,0.933823785452207,0.91030382146365,1.07279397603013,1.17630313477555,0.924763447969487,1.10218493190055,0.931139980230142,1.07006160608343,1.08333584207878,1.12808149803429,0.876733093933262
"2004-11-08",0.886612534348895,0.962745892535906,1.28039290537726,0.923838905914015,0.979408087850334,0.964483436968208,0.896322970749184,0.918992027485605,0.904566187873098,1.01952049642143,0.984920792936724,1.05984279217772,1.08261606094544,1.17024007540804,0.968903834187935,1.05501275331404,1.21525997138551,0.933821476716791,0.910094238560778,1.07263677666981,1.17555507279837,0.924791842068123,1.10236396162145,0.931833556420693,1.07036364927953,1.08338435269318,1.12662682424786,0.876900970388362
"2004-11-15",0.886097392983392,0.964917120882408,1.28375668956681,0.927200820433895,0.982613675683531,0.964871531442856,0.90575477882366,0.921452603116154,0.906346730028285,1.02070243656944,0.989916294019325,1.06062128572801,1.08102246903679,1.1780968514306,0.979060397189765,1.06918888087699,1.22682016772858,0.937030184125973,0.91252047962242,1.08302051478587,1.19052528437689,0.93307069828712,1.10674769071264,0.933690268687927,1.06037604162459,1.0674626570068,1.11530162177096,0.878129184982261
"2004-11-22",0.884878638658811,0.966032946423641,1.28416941557368,0.926276849351919,0.983050714154035,0.96527396827393,0.907050872883169,0.923828236476075,0.911241835391818,1.02068758711827,0.990078857412777,1.06089670550524,1.08282340680177,1.17775264904631,0.98119388664602,1.06814487916741,1.2277380447787,0.938215438127094,0.912475304662949,1.08532898256427,1.19144154742671,0.934103439589993,1.10680716592485,0.934449239387716,1.05962478516222,1.06987682494274,1.12025032040989,0.876944689504384
"2004-11-29",0.885531463395443,0.963613270046442,1.29545946351209,0.927765656953279,0.983764721364897,0.965021399874618,0.906311994111246,0.932735701554506,0.915399678658034,1.02296732145034,0.98736478172195,1.0529738576652,1.0806602670538,1.17773592844348,0.979682039764474,1.07269986100407,1.22484764512539,0.94083125344576,0.913338535812202,1.08116160409039,1.20781745463033,0.930800515194331,1.10344154267764,0.938465562810766,1.0530794086465,1.0707185400568,1.12623980838807,0.876376014388008
"2004-12-06",0.878450634412556,0.961534954582623,1.30577157694951,0.923448536890204,0.975341202526291,0.962995091329887,0.915110250165221,0.930479828626891,0.921386732847263,1.01740361678706,0.986016912545054,1.04440240724037,1.08086455574808,1.18166043517924,0.988574230331084,1.0755037696324,1.22196588162259,0.939262195894701,0.913977659643359,1.08098547379538,1.20672388515621,0.93505524563638,1.09133734691618,0.934392918707075,1.05378109957595,1.06057664964803,1.10575489275345,0.879401957105382
"2004-12-13",0.875698293221181,0.966166590674039,1.31919126357332,0.925747984753598,0.987351014951009,0.966012458881865,0.918103851387373,0.93625463592518,0.929632342788389,1.02380462510315,0.992083672806681,1.05199586026554,1.08674613782521,1.181403270179,0.992080397393455,1.07626044714206,1.23372317064814,0.940032313194469,0.919267053079251,1.09466076346031,1.22217443510441,0.940965689191686,1.09566317556451,0.935947129402074,1.04171078068875,1.05214456476903,1.12624771253262,0.88171107645264
"2004-12-20",0.875065553683838,0.96880558962039,1.31468212499921,0.925335040936637,0.979375794382056,0.966399586532548,0.915359751995495,0.936319961012361,0.920207867602647,1.02512892099159,0.993524370956894,1.04651596190005,1.08673757315073,1.18494505983576,0.999448520013547,1.08595668970695,1.23662022797094,0.941636110304077,0.919879385249413,1.09509228977668,1.2315561383017,0.940998155246511,1.0857671056379,0.935264223466147,1.04157029373087,1.04816716468967,1.1153163704508,0.885804360641132
"2004-12-27",0.875013396936773,0.972067221925164,1.33099549374967,0.920384108344071,0.985493380473044,0.962484896442528,0.918371276975578,0.942638357116068,0.915036422174921,1.0246307365413,0.993814073161913,1.04580812880764,1.08729250901222,1.1964791195286,1.01068201515532,1.08557695198062,1.24321736015821,0.932622306901856,0.924667208480059,1.09625069596014,1.23800844139829,0.951595816796467,1.04933997926976,0.939642974590814,1.03979822160764,1.0146060064257,1.10626386466447,0.893358752383649
"2004-12-31",0.87411889439701,0.97224134648739,1.33636265508274,0.920078811052372,0.988369789326106,0.963429296788261,0.918000066668389,0.942230454905257,0.916784492297969,1.03228759400306,0.996183170758828,1.04745681296267,1.08809799729874,1.19741417478746,1.01351453416173,1.08729024652167,1.24750912004737,0.933733072105485,0.926920766468623,1.09971689360389,1.2387619091795,0.951200981461513,1.04782975090981,0.936604060817193,1.04137768081613,1.01275628544697,1.10621103331692,0.891267262625298
"2005-01-10",0.874165960404701,0.969663273204921,1.33280854783606,0.920492644350472,0.986981557043892,0.964893321510163,0.917404723080504,0.942097646278977,0.916427253040621,1.03135968332342,0.995277361197822,1.04658838092053,1.08559460231211,1.19865175904896,1.01271977653834,1.08699680725708,1.24639375636763,0.934582775418242,0.925565355222567,1.09786414848112,1.23653301857659,0.950311939573546,1.04827535337922,0.940742699894128,1.04276571360624,1.01190052520277,1.10552833481307,0.890487133416329
"2005-01-17",0.872757182274358,0.971119313100516,1.33491181261139,0.930239674664619,0.990174482443224,0.96952781212551,0.91674050475495,0.94167333096498,0.916307117791307,1.02850484131983,0.997970118918261,1.04771460291214,1.08166172980229,1.19854824066677,1.01247200585096,1.08650606251183,1.2457400225998,0.937922043463276,0.930156094695514,1.09522727601821,1.23924059903662,0.952404721329736,1.03194912396833,0.941427561336197,1.03953663248073,1.01131456934747,1.12707280749343,0.889607740593374
"2005-01-24",0.862991425724491,0.972614283125925,1.32589220075394,0.927525196073292,0.994553858594513,0.967013020655314,0.915247401200286,0.94124147879581,0.90975115641986,1.02483000142881,1.00137291694068,1.04623176747929,1.08178671647961,1.20093107196287,1.0146041937321,1.10126716968708,1.23696507337142,0.929113498048416,0.930581313166816,1.10104608289589,1.2281241813809,0.942849937146539,1.03547234063544,0.936164917960163,1.04577964124899,1.02646749019641,1.13540100490362,0.887120266360812
"2005-01-31",0.862794728470561,0.979641390617735,1.34631343183531,0.928890883247384,1.02263013205128,0.972595912316577,0.928023435895898,0.950256085391855,0.941213977304901,1.03823718029494,1.02055925335519,1.06025896662121,1.08595091841041,1.20701098694528,1.03646126220897,1.11533561121919,1.25683150897727,0.946928114541435,0.955767065598255,1.12089805852235,1.25257700301415,0.953390101936492,1.03776728362304,0.925787356220396,1.03579156953863,1.02057858027022,1.16331739701749,0.879224610191801
"2005-02-04",0.859024667409253,0.963907378671007,1.32258986577155,0.925085141402309,0.996450697013493,0.968393375361192,0.913813734568644,0.932514625187179,0.929626120802359,1.0222769663701,1.00827123671944,1.03550782118654,1.07962149562023,1.19068309384578,1.02717917039614,1.11543681340135,1.24116150237913,0.930053179324767,0.942444210327408,1.10106125852645,1.2349840746524,0.933175576343269,1.01081863719354,0.940101863959247,1.03811348670706,1.03645011335684,1.21549303127596,0.871191616032563
