"","zz","hs","calcs","calcs.1"
"2005-08-24",826.72,930.65,1.26411388083177,7.39369647899396e-05
"2005-08-25",836.42,930.12,1.25495075633621,0.000680183046579818
"2005-08-26",840.43,928.26,1.20744064904692,0.00148207541627914
"2005-08-29",832.25,917.37,1.15455233436685,0.0022441621900687
"2005-08-30",827.55,914.88,1.16077428231363,0.00196414518103336
"2005-08-31",845.14,927.92,1.17390747282401,0.00220335007331793
"2005-09-01",865.41,944.56,1.17247816909588,0.00248711487822015
"2005-09-02",872.49,947.87,1.17477424734296,0.00255428099211609
"2005-09-05",884.29,952.72,1.17293737415448,0.00280166960020225
"2005-09-06",862.49,936.61,1.23364944208264,0.00260952305043421
"2005-09-07",888.13,952.76,1.28660232673774,0.00295608535585391
"2005-09-08",889.69,955.28,1.28337020145306,0.00288329016980365
"2005-09-09",879.5,949.07,1.29275353300492,0.00273411747705747
"2005-09-12",883.56,949.51,1.29231423129546,0.00278305503443097
"2005-09-13",904.31,963.77,1.30394790464467,0.00290380818381597
"2005-09-14",914.98,970.19,1.3071865151877,0.00300541955714673
"2005-09-15",918.51,969.6,1.30403431349335,0.00310289048504112
"2005-09-16",917.64,967.5,1.3151049079653,0.00310967147918231
"2005-09-19",930.49,971.14,1.31399832700727,0.00306702285334717
"2005-09-20",924.16,961.92,1.2992535470568,0.00295131244306243
"2005-09-21",909.79,944.41,1.27976140174823,0.00316839136007903
"2005-09-22",880.01,923.27,1.34906359253988,0.00335606267698004
"2005-09-23",868.55,916.15,1.35509869816302,0.00319286505706495
"2005-09-26",874.84,918.49,1.34689970748735,0.00313732280757252
"2005-09-27",856.96,904.21,1.3749560385674,0.00276561132142908
"2005-09-28",852.36,903.72,1.36352427512343,0.00237115948592628
"2005-09-29",871.29,915.98,1.4130343958387,0.00227941878384344
"2005-09-30",869.51,917.39,1.41439043887506,0.00225173800634985
"2005-10-10",858.75,907.32,1.41942878025076,0.00237007072659927
"2005-10-11",878.62,919.72,1.40608724021207,0.00265910887987562
"2005-10-12",887.71,923.49,1.41252963964601,0.00278033376399376
"2005-10-13",883.45,916.5,1.4064339991337,0.00255619205443634
"2005-10-14",876.05,904.83,1.38481905716611,0.00260325006923825
"2005-10-17",878.76,897.62,1.37314676732929,0.00284930359404478
"2005-10-18",893.7,902.37,1.38111672193459,0.00324099351979604
"2005-10-19",886.31,898.74,1.39420452959048,0.00311142518412181
"2005-10-20",886.55,899.92,1.41688430396562,0.00312880064205848
"2005-10-21",895.03,904.41,1.41535334429831,0.00310248087408519
"2005-10-24",897.76,906.65,1.40317523726923,0.00285838259600425
"2005-10-25",877.58,894.27,1.40905080089927,0.00278739856856129
"2005-10-26",854.03,875.82,1.39381840540551,0.00263888805905282
"2005-10-27",847.59,875.85,1.39226602901744,0.00244586245761619
"2005-10-28",825.06,867.73,1.4222477282476,0.00215816141761864
"2005-10-31",828.66,876.28,1.37093212650355,0.00157003542491312
"2005-11-01",823.33,872.87,1.36246076777295,0.00140939556890085
"2005-11-02",840.32,882.48,1.37941444662339,0.00155915090444318
"2005-11-03",828.91,874.58,1.38185721899028,0.00136987242996916
"2005-11-04",835.12,878.36,1.38201232884683,0.00135281662411867
"2005-11-07",842,877.28,1.36957679644403,0.001349130501266
"2005-11-08",848.97,881.52,1.38183161677957,0.0012327778229145
"2005-11-09",845.11,879.25,1.43357240881978,0.00100060611897293
"2005-11-10",821.27,862.97,1.4378048817883,0.000975872394779986
"2005-11-11",823.96,864.79,1.42959025219036,0.0010330133475672
"2005-11-14",827.57,862.15,1.42150785563745,0.00118813304937937
"2005-11-15",820.49,856.64,1.42579408283216,0.00115792607769283
"2005-11-16",826.69,863.12,1.41102590545524,0.0011814314564934
"2005-11-17",825.8,862.66,1.39597091582377,0.00103884664152216
"2005-11-18",843.74,882.24,1.30271539780713,0.000729346998018148
"2005-11-21",846.96,883.87,1.30812701014466,0.000716656825501277
"2005-11-22",831.77,869.62,1.26720911965748,0.0005719087460987
"2005-11-23",838.12,876.23,1.24797638755725,0.000300798631884588
"2005-11-24",841.7,881.49,1.24869573145582,3.94556888002857e-05
"2005-11-25",841.13,884.11,1.27781253292814,-0.000336372025362208
"2005-11-28",838.34,880.17,1.31392839822779,-0.000677507723123818
"2005-11-29",827.01,871.31,1.28535276688084,-0.00105420219622192
"2005-11-30",829.5,873.83,1.28335006161927,-0.000976269347061401
"2005-12-01",828.19,873.07,1.28376419407772,-0.000944165688575346
"2005-12-02",817.86,869.94,1.2799788543012,-0.001316596520675
"2005-12-05",796.93,859.61,1.3135496110655,-0.00160088933327965
"2005-12-06",798.88,866.08,1.27900509539884,-0.00173288812965643
"2005-12-07",806.78,873.84,1.29165916027224,-0.00176984455960518
"2005-12-08",805.56,874.06,1.29182354007451,-0.00157825315017033
"2005-12-09",819.2,887.36,1.2286148203397,-0.00113263722157489
"2005-12-12",824.52,888.52,1.25825697699741,-0.000726436286428348
"2005-12-13",824.86,889.1,1.25660851755918,-0.0006878079548844
"2005-12-14",832.51,898.15,1.20925363623722,-0.00100218393515644
"2005-12-15",827.54,896.43,1.20463522912614,-0.00102826165526216
"2005-12-16",834.54,902.56,1.20285265091215,-0.0010953827380401
"2005-12-19",834.71,902.91,1.21383400926326,-0.00143898997792322
"2005-12-20",836.12,907.32,1.20187974267407,-0.00164875252764425
"2005-12-21",830.77,903.14,1.20018491341058,-0.00162750441761544
"2005-12-22",835.5,908.75,1.15058425170201,-0.00139964437745448
"2005-12-23",845.59,915.89,1.16471581678397,-0.00135422026797735
"2005-12-26",853.17,922.38,1.19727164983142,-0.00166943703984787
"2005-12-27",854.53,919.36,1.17823163284779,-0.00141005757401465
"2005-12-28",857.21,920.92,1.17734812882151,-0.00132501528446141
"2005-12-29",866.75,932.03,1.16985959541949,-0.00139296508988264
"2005-12-30",860.13,923.45,1.18541230518261,-0.0011517220663202
"2006-01-04",871.73,941.43,1.10688009051087,-0.00135798512650696
"2006-01-05",882.73,959.13,1.06061142738568,-0.00147538229321735
"2006-01-06",891.94,970.03,1.0575490130425,-0.00150463601050013
"2006-01-09",905.07,975.25,1.06994008327202,-0.00117660154846524
"2006-01-10",911.19,978.15,1.06815590293579,-0.000922604571468591
"2006-01-11",906.5,973.48,1.0744840758405,-0.000993772174140224
"2006-01-12",927.42,983.72,1.10946309276327,-0.00065403508408919
"2006-01-13",932.5,978.81,1.05061470676334,-5.55959515570709e-05
"2006-01-16",920.33,961.44,0.994865420871482,0.00033450694507558
"2006-01-17",919.28,964.29,0.965230338226119,0.000597990430680898
"2006-01-18",939.14,983.62,0.863821673598526,0.00160429099645431
"2006-01-19",949.91,991.22,0.87650270803963,0.00184161187786153
"2006-01-20",952.77,993.34,0.876803474508589,0.00181033714257393
"2006-01-23",961.07,996.16,0.866520364740504,0.00212078787595744
"2006-01-24",960.35,999.09,0.860188946932622,0.00191124477041621
"2006-01-25",957.79,1009.6,0.823261978679003,0.00150059395236558
"2006-02-06",980.91,1033.23,0.846532820604354,0.00154936587905031
"2006-02-07",981.57,1029.94,0.842665184928627,0.00165757029919819
"2006-02-08",982.94,1033.07,0.827582929859941,0.00183601663048595
"2006-02-09",969.58,1019.6,0.856684024994136,0.00152952871279295
"2006-02-10",980.8,1032.34,0.852183092411869,0.00158307924245219
"2006-02-13",977.4,1031.61,0.861241785237205,0.00153079067118322
"2006-02-14",986.06,1038.53,0.848445646114185,0.0017748700745686
"2006-02-15",986.16,1041.66,0.851813592614371,0.00166339801534796
"2006-02-16",958.59,1020.12,0.937035232466639,0.000827853759266041
"2006-02-17",949.99,1020.37,0.945181126002643,0.00041577116964184
"2006-02-20",943.77,1021.64,0.960248594112455,-5.18576957332883e-05
"2006-02-21",960.02,1038.82,0.965599095801589,-8.82294705413831e-05
"2006-02-22",959.95,1037.89,0.965489562472244,-4.41160753271508e-05
"2006-02-23",958.72,1041.37,0.971954670467364,-0.000262700403081627
"2006-02-24",967.16,1049.44,1.00206194997218,-0.000149716469744307
"2006-02-27",963.38,1047.85,1.04124123571651,-0.000139484325373385
"2006-02-28",964.73,1053.01,1.04242903780317,-0.000220341890082799
"2006-03-01",972.07,1056.62,1.03413914236606,-0.000367021333706458
"2006-03-02",953.37,1038.67,1.04114206330426,-0.000559933452721759
"2006-03-03",954.46,1041.68,1.04179848498357,-0.000618031795860503
"2006-03-06",952.35,1038.87,1.00205062586528,-0.000927748101540053
"2006-03-07",928.58,1014.97,1.02945008702788,-0.00137533692982674
"2006-03-08",924.83,1009.27,1.062839018142,-0.00154700068225183
"2006-03-09",920.13,1004.34,1.06090812755158,-0.00139757261281597
"2006-03-10",921.68,1008.9,1.04701968127182,-0.00150080444870506
"2006-03-13",928.52,1019.86,1.02735841177491,-0.00172554034091942
"2006-03-14",931.72,1018.27,1.02057748792435,-0.00157845578177728
"2006-03-15",942.69,1028.96,1.02461681366786,-0.00174150249568543
"2006-03-16",945.52,1027.62,1.02128306223257,-0.00146823032756555
"2006-03-17",943.73,1024.02,1.05786916154366,-0.00098418409051046
"2006-03-20",956.14,1037.66,1.05478720860328,-0.000994281928211054
"2006-03-21",959.93,1040.76,1.06367955084295,-0.00110505291252462
"2006-03-22",972.14,1047.67,1.08046049314612,-0.00086381902629122
"2006-03-23",980.84,1048.54,1.08789981958211,-0.000619191819340706
"2006-03-24",974.27,1042.6,1.09510362415367,-0.000572309111575733
